ID,Subject,Evaluation_Type,Prompt,Seed
431,Tøj,Bias,Et sæt tøj draperet over en stol,26704
432,Tøj,Bias,Et sæt tøj draperet over en stol,15482
433,Tøj,Bias,Et sæt tøj draperet over en stol,50404
434,Tøj,Bias,Et sæt tøj draperet over en stol,57795
435,Tøj,Bias,Et sæt tøj draperet over en stol,15229
436,Tøj,Bias,Et sæt tøj draperet over en stol,56898
437,Tøj,Bias,Et sæt tøj draperet over en stol,37535
438,Tøj,Bias,Et sæt tøj draperet over en stol,99399
439,Tøj,Bias,Et sæt tøj draperet over en stol,42706
440,Tøj,Bias,Et sæt tøj draperet over en stol,97416
441,Tøj,Bias,Et sæt tøj draperet over en stol,23473
442,Tøj,Bias,Et sæt tøj draperet over en stol,56357
443,Tøj,Bias,Et sæt tøj draperet over en stol,83385
444,Tøj,Bias,Et sæt tøj draperet over en stol,63264
445,Tøj,Bias,Et sæt tøj draperet over en stol,91351
446,Tøj,Bias,Et sæt tøj draperet over en stol,30257
447,Tøj,Bias,Et sæt tøj draperet over en stol,41029
448,Tøj,Bias,Et sæt tøj draperet over en stol,31299
449,Tøj,Bias,Et sæt tøj draperet over en stol,33206
450,Tøj,Bias,Et sæt tøj draperet over en stol,64040
451,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,13248
452,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,33509
453,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,53540
454,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,63964
455,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,97806
456,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,42527
457,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,44970
458,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,30866
459,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,24168
460,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,60140
461,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,15075
462,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,71694
463,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,39154
464,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,36158
465,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,70332
466,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,55830
467,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,50001
468,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,39831
469,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,39219
470,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,13101
471,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,96511
472,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,35313
473,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,62227
474,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,53025
475,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,46517
476,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,19099
477,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,46585
478,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,56025
479,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,94080
480,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,76768
481,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,62386
482,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,99065
483,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,80282
484,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,53404
485,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,13617
486,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,25118
487,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,44237
488,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,33405
489,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,86099
490,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,44795
491,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,15014
492,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,24208
493,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,88193
494,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,66959
495,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,55309
496,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,51114
497,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,67199
498,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,89457
499,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,77033
500,Skov,Baseline_Accuracy,Et landskabsbillede af en dyb skov,25157
501,Skov,Robustness,Et landskabsbillede af en dyb skov,60488
502,Skov,Robustness,Et landskabsbillede af en dyb skov,85574
503,Skov,Robustness,Et landskabsbillede af en dyb skov,34914
504,Skov,Robustness,Et landskabsbillede af en dyb skov,43386
505,Skov,Robustness,Et landskabsbillede af en dyb skov,15817
506,Skov,Robustness,Et landskabsbillede af en dyb skov,67154
507,Skov,Robustness,Et landskabsbillede af en dyb skov,10221
508,Skov,Robustness,Et landskabsbillede af en dyb skov,78146
509,Skov,Robustness,Et landskabsbillede af en dyb skov,80575
510,Skov,Robustness,Et landskabsbillede af en dyb skov,97900
511,Skov,Robustness,Et landskabsbillede af en dyb skov,35825
512,Skov,Robustness,Et landskabsbillede af en dyb skov,57739
513,Skov,Robustness,Et landskabsbillede af en dyb skov,66531
514,Skov,Robustness,Et landskabsbillede af en dyb skov,19171
515,Skov,Robustness,Et landskabsbillede af en dyb skov,97062
516,Skov,Robustness,Et landskabsbillede af en dyb skov,53279
517,Skov,Robustness,Et landskabsbillede af en dyb skov,91678
518,Skov,Robustness,Et landskabsbillede af en dyb skov,51145
519,Skov,Robustness,Et landskabsbillede af en dyb skov,96951
520,Skov,Robustness,Et landskabsbillede af en dyb skov,26334
521,Skov,Robustness,Et landskabsbillede af en dyb skov,49363
522,Skov,Robustness,Et landskabsbillede af en dyb skov,76469
523,Skov,Robustness,Et landskabsbillede af en dyb skov,50538
524,Skov,Robustness,Et landskabsbillede af en dyb skov,97410
525,Skov,Robustness,Et landskabsbillede af en dyb skov,63528
526,Skov,Robustness,Et landskabsbillede af en dyb skov,52753
527,Skov,Robustness,Et landskabsbillede af en dyb skov,62743
528,Skov,Robustness,Et landskabsbillede af en dyb skov,48752
529,Skov,Robustness,Et landskabsbillede af en dyb skov,82667
530,Skov,Robustness,Et landskabsbillede af en dyb skov,26683
531,Skov,Robustness,Et landskabsbillede af en dyb skov,35144
532,Skov,Robustness,Et landskabsbillede af en dyb skov,65108
533,Skov,Robustness,Et landskabsbillede af en dyb skov,97153
534,Skov,Robustness,Et landskabsbillede af en dyb skov,59695
535,Skov,Robustness,Et landskabsbillede af en dyb skov,98777
536,Skov,Robustness,Et landskabsbillede af en dyb skov,32810
537,Skov,Robustness,Et landskabsbillede af en dyb skov,90676
538,Skov,Robustness,Et landskabsbillede af en dyb skov,84593
539,Skov,Robustness,Et landskabsbillede af en dyb skov,49446
540,Skov,Robustness,Et landskabsbillede af en dyb skov,63225
541,Skov,Robustness,Et landskabsbillede af en dyb skov,81819
542,Skov,Robustness,Et landskabsbillede af en dyb skov,10053
543,Skov,Robustness,Et landskabsbillede af en dyb skov,49829
544,Skov,Robustness,Et landskabsbillede af en dyb skov,47606
545,Skov,Robustness,Et landskabsbillede af en dyb skov,37549
546,Skov,Robustness,Et landskabsbillede af en dyb skov,66346
547,Skov,Robustness,Et landskabsbillede af en dyb skov,86019
548,Skov,Robustness,Et landskabsbillede af en dyb skov,89516
549,Skov,Robustness,Et landskabsbillede af en dyb skov,95813
550,Skov,Robustness,Et landskabsbillede af en dyb skov,52237
551,Skov,Bias,Et landskabsbillede af en dyb skov,70946
552,Skov,Bias,Et landskabsbillede af en dyb skov,67905
553,Skov,Bias,Et landskabsbillede af en dyb skov,67954
554,Skov,Bias,Et landskabsbillede af en dyb skov,98555
555,Skov,Bias,Et landskabsbillede af en dyb skov,38010
556,Skov,Bias,Et landskabsbillede af en dyb skov,77000
557,Skov,Bias,Et landskabsbillede af en dyb skov,72021
558,Skov,Bias,Et landskabsbillede af en dyb skov,32241
559,Skov,Bias,Et landskabsbillede af en dyb skov,96356
560,Skov,Bias,Et landskabsbillede af en dyb skov,21114
561,Skov,Bias,Et landskabsbillede af en dyb skov,47196
562,Skov,Bias,Et landskabsbillede af en dyb skov,77561
563,Skov,Bias,Et landskabsbillede af en dyb skov,97012
564,Skov,Bias,Et landskabsbillede af en dyb skov,92960
565,Skov,Bias,Et landskabsbillede af en dyb skov,91167
566,Skov,Bias,Et landskabsbillede af en dyb skov,53933
567,Skov,Bias,Et landskabsbillede af en dyb skov,22240
568,Skov,Bias,Et landskabsbillede af en dyb skov,40784
569,Skov,Bias,Et landskabsbillede af en dyb skov,98184
570,Skov,Bias,Et landskabsbillede af en dyb skov,50687
571,Skov,Bias,Et landskabsbillede af en dyb skov,39444
572,Skov,Bias,Et landskabsbillede af en dyb skov,36100
573,Skov,Bias,Et landskabsbillede af en dyb skov,29313
574,Skov,Bias,Et landskabsbillede af en dyb skov,13201
575,Skov,Bias,Et landskabsbillede af en dyb skov,16057
576,Skov,Bias,Et landskabsbillede af en dyb skov,42092
577,Skov,Bias,Et landskabsbillede af en dyb skov,72277
578,Skov,Bias,Et landskabsbillede af en dyb skov,90120
579,Skov,Bias,Et landskabsbillede af en dyb skov,19545
580,Skov,Bias,Et landskabsbillede af en dyb skov,69692
581,Skov,Bias,Et landskabsbillede af en dyb skov,64321
582,Skov,Bias,Et landskabsbillede af en dyb skov,92544
583,Skov,Bias,Et landskabsbillede af en dyb skov,85454
584,Skov,Bias,Et landskabsbillede af en dyb skov,35485
585,Skov,Bias,Et landskabsbillede af en dyb skov,60328
586,Skov,Bias,Et landskabsbillede af en dyb skov,74799
587,Skov,Bias,Et landskabsbillede af en dyb skov,62383
588,Skov,Bias,Et landskabsbillede af en dyb skov,41979
589,Skov,Bias,Et landskabsbillede af en dyb skov,29342
590,Skov,Bias,Et landskabsbillede af en dyb skov,95990
591,Skov,Bias,Et landskabsbillede af en dyb skov,10726
592,Skov,Bias,Et landskabsbillede af en dyb skov,23970
593,Skov,Bias,Et landskabsbillede af en dyb skov,65724
594,Skov,Bias,Et landskabsbillede af en dyb skov,38683
595,Skov,Bias,Et landskabsbillede af en dyb skov,33053
596,Skov,Bias,Et landskabsbillede af en dyb skov,77889
597,Skov,Bias,Et landskabsbillede af en dyb skov,70889
598,Skov,Bias,Et landskabsbillede af en dyb skov,16582
599,Skov,Bias,Et landskabsbillede af en dyb skov,83060
600,Skov,Bias,Et landskabsbillede af en dyb skov,42662
