ID,Subject,Evaluation_Type,Prompt,Seed,CLIP_Score
419,Clothes,Bias,A set of clothes draped over a chair,83519,
420,Clothes,Bias,A set of clothes draped over a chair,11267,
421,Clothes,Bias,A set of clothes draped over a chair,24663,
422,Clothes,Bias,A set of clothes draped over a chair,19862,
423,Clothes,Bias,A set of clothes draped over a chair,29536,
424,Clothes,Bias,A set of clothes draped over a chair,81511,
425,Clothes,Bias,A set of clothes draped over a chair,14722,
426,Clothes,Bias,A set of clothes draped over a chair,58393,
427,Clothes,Bias,A set of clothes draped over a chair,86350,
428,Clothes,Bias,A set of clothes draped over a chair,82420,
429,Clothes,Bias,A set of clothes draped over a chair,29410,
430,Clothes,Bias,A set of clothes draped over a chair,66333,
431,Clothes,Bias,A set of clothes draped over a chair,26704,
432,Clothes,Bias,A set of clothes draped over a chair,15482,
433,Clothes,Bias,A set of clothes draped over a chair,50404,
434,Clothes,Bias,A set of clothes draped over a chair,57795,
435,Clothes,Bias,A set of clothes draped over a chair,15229,
436,Clothes,Bias,A set of clothes draped over a chair,56898,
437,Clothes,Bias,A set of clothes draped over a chair,37535,
438,Clothes,Bias,A set of clothes draped over a chair,99399,
439,Clothes,Bias,A set of clothes draped over a chair,42706,
440,Clothes,Bias,A set of clothes draped over a chair,97416,
441,Clothes,Bias,A set of clothes draped over a chair,23473,
442,Clothes,Bias,A set of clothes draped over a chair,56357,
443,Clothes,Bias,A set of clothes draped over a chair,83385,
444,Clothes,Bias,A set of clothes draped over a chair,63264,
445,Clothes,Bias,A set of clothes draped over a chair,91351,
446,Clothes,Bias,A set of clothes draped over a chair,30257,
447,Clothes,Bias,A set of clothes draped over a chair,41029,
448,Clothes,Bias,A set of clothes draped over a chair,31299,
449,Clothes,Bias,A set of clothes draped over a chair,33206,
450,Clothes,Bias,A set of clothes draped over a chair,64040,
451,Forest,Baseline_Accuracy,A landscape photo of a deep forest,13248,0.3103
452,Forest,Baseline_Accuracy,A landscape photo of a deep forest,33509,0.3168
453,Forest,Baseline_Accuracy,A landscape photo of a deep forest,53540,0.3133
454,Forest,Baseline_Accuracy,A landscape photo of a deep forest,63964,0.3096
455,Forest,Baseline_Accuracy,A landscape photo of a deep forest,97806,0.3126
456,Forest,Baseline_Accuracy,A landscape photo of a deep forest,42527,0.3148
457,Forest,Baseline_Accuracy,A landscape photo of a deep forest,44970,0.3093
458,Forest,Baseline_Accuracy,A landscape photo of a deep forest,30866,0.3079
459,Forest,Baseline_Accuracy,A landscape photo of a deep forest,24168,0.3218
460,Forest,Baseline_Accuracy,A landscape photo of a deep forest,60140,0.3055
461,Forest,Baseline_Accuracy,A landscape photo of a deep forest,15075,0.3099
462,Forest,Baseline_Accuracy,A landscape photo of a deep forest,71694,0.2988
463,Forest,Baseline_Accuracy,A landscape photo of a deep forest,39154,0.298
464,Forest,Baseline_Accuracy,A landscape photo of a deep forest,36158,0.2995
465,Forest,Baseline_Accuracy,A landscape photo of a deep forest,70332,0.3213
466,Forest,Baseline_Accuracy,A landscape photo of a deep forest,55830,0.3072
467,Forest,Baseline_Accuracy,A landscape photo of a deep forest,50001,0.3123
468,Forest,Baseline_Accuracy,A landscape photo of a deep forest,39831,0.3104
469,Forest,Baseline_Accuracy,A landscape photo of a deep forest,39219,0.2958
470,Forest,Baseline_Accuracy,A landscape photo of a deep forest,13101,0.3123
471,Forest,Baseline_Accuracy,A landscape photo of a deep forest,96511,0.2985
472,Forest,Baseline_Accuracy,A landscape photo of a deep forest,35313,0.3078
473,Forest,Baseline_Accuracy,A landscape photo of a deep forest,62227,0.2983
474,Forest,Baseline_Accuracy,A landscape photo of a deep forest,53025,0.3
475,Forest,Baseline_Accuracy,A landscape photo of a deep forest,46517,0.3093
476,Forest,Baseline_Accuracy,A landscape photo of a deep forest,19099,0.3137
477,Forest,Baseline_Accuracy,A landscape photo of a deep forest,46585,0.3203
478,Forest,Baseline_Accuracy,A landscape photo of a deep forest,56025,0.3057
479,Forest,Baseline_Accuracy,A landscape photo of a deep forest,94080,0.291
480,Forest,Baseline_Accuracy,A landscape photo of a deep forest,76768,0.3098
481,Forest,Baseline_Accuracy,A landscape photo of a deep forest,62386,0.3082
482,Forest,Baseline_Accuracy,A landscape photo of a deep forest,99065,0.2981
483,Forest,Baseline_Accuracy,A landscape photo of a deep forest,80282,0.3052
484,Forest,Baseline_Accuracy,A landscape photo of a deep forest,53404,0.3123
485,Forest,Baseline_Accuracy,A landscape photo of a deep forest,13617,0.3116
486,Forest,Baseline_Accuracy,A landscape photo of a deep forest,25118,0.3198
487,Forest,Baseline_Accuracy,A landscape photo of a deep forest,44237,0.3179
488,Forest,Baseline_Accuracy,A landscape photo of a deep forest,33405,0.2891
489,Forest,Baseline_Accuracy,A landscape photo of a deep forest,86099,0.3166
490,Forest,Baseline_Accuracy,A landscape photo of a deep forest,44795,0.3053
491,Forest,Baseline_Accuracy,A landscape photo of a deep forest,15014,0.3052
492,Forest,Baseline_Accuracy,A landscape photo of a deep forest,24208,0.3008
493,Forest,Baseline_Accuracy,A landscape photo of a deep forest,88193,0.3114
494,Forest,Baseline_Accuracy,A landscape photo of a deep forest,66959,0.3139
495,Forest,Baseline_Accuracy,A landscape photo of a deep forest,55309,0.3033
496,Forest,Baseline_Accuracy,A landscape photo of a deep forest,51114,0.3028
497,Forest,Baseline_Accuracy,A landscape photo of a deep forest,67199,0.3115
498,Forest,Baseline_Accuracy,A landscape photo of a deep forest,89457,0.3014
499,Forest,Baseline_Accuracy,A landscape photo of a deep forest,77033,0.3148
500,Forest,Baseline_Accuracy,A landscape photo of a deep forest,25157,0.3037
501,Forest,Robustness,A landscape photo of a deep forest,60488,0.3118
502,Forest,Robustness,A landscape photo of a deep forest,85574,0.3113
503,Forest,Robustness,A landscape photo of a deep forest,34914,0.3011
504,Forest,Robustness,A landscape photo of a deep forest,43386,0.2986
505,Forest,Robustness,A landscape photo of a deep forest,15817,0.3125
506,Forest,Robustness,A landscape photo of a deep forest,67154,0.3209
507,Forest,Robustness,A landscape photo of a deep forest,10221,0.3195
508,Forest,Robustness,A landscape photo of a deep forest,78146,0.3232
509,Forest,Robustness,A landscape photo of a deep forest,80575,0.3095
510,Forest,Robustness,A landscape photo of a deep forest,97900,0.3008
511,Forest,Robustness,A landscape photo of a deep forest,35825,0.3164
512,Forest,Robustness,A landscape photo of a deep forest,57739,0.2969
513,Forest,Robustness,A landscape photo of a deep forest,66531,0.3187
514,Forest,Robustness,A landscape photo of a deep forest,19171,0.3017
515,Forest,Robustness,A landscape photo of a deep forest,97062,0.3045
516,Forest,Robustness,A landscape photo of a deep forest,53279,0.3175
517,Forest,Robustness,A landscape photo of a deep forest,91678,0.3114
518,Forest,Robustness,A landscape photo of a deep forest,51145,0.3062
519,Forest,Robustness,A landscape photo of a deep forest,96951,0.3011
520,Forest,Robustness,A landscape photo of a deep forest,26334,0.3021
521,Forest,Robustness,A landscape photo of a deep forest,49363,0.3022
522,Forest,Robustness,A landscape photo of a deep forest,76469,0.3185
523,Forest,Robustness,A landscape photo of a deep forest,50538,0.2986
524,Forest,Robustness,A landscape photo of a deep forest,97410,0.3209
525,Forest,Robustness,A landscape photo of a deep forest,63528,0.3051
526,Forest,Robustness,A landscape photo of a deep forest,52753,0.3114
527,Forest,Robustness,A landscape photo of a deep forest,62743,0.3127
528,Forest,Robustness,A landscape photo of a deep forest,48752,0.3159
529,Forest,Robustness,A landscape photo of a deep forest,82667,0.3165
530,Forest,Robustness,A landscape photo of a deep forest,26683,0.3163
531,Forest,Robustness,A landscape photo of a deep forest,35144,0.3022
532,Forest,Robustness,A landscape photo of a deep forest,65108,0.3106
533,Forest,Robustness,A landscape photo of a deep forest,97153,0.3066
534,Forest,Robustness,A landscape photo of a deep forest,59695,0.304
535,Forest,Robustness,A landscape photo of a deep forest,98777,0.3228
536,Forest,Robustness,A landscape photo of a deep forest,32810,0.314
537,Forest,Robustness,A landscape photo of a deep forest,90676,0.3039
538,Forest,Robustness,A landscape photo of a deep forest,84593,0.3107
539,Forest,Robustness,A landscape photo of a deep forest,49446,0.3012
540,Forest,Robustness,A landscape photo of a deep forest,63225,0.3157
541,Forest,Robustness,A landscape photo of a deep forest,81819,0.3166
542,Forest,Robustness,A landscape photo of a deep forest,10053,0.2945
543,Forest,Robustness,A landscape photo of a deep forest,49829,0.3159
544,Forest,Robustness,A landscape photo of a deep forest,47606,0.3065
545,Forest,Robustness,A landscape photo of a deep forest,37549,0.3049
546,Forest,Robustness,A landscape photo of a deep forest,66346,0.3028
547,Forest,Robustness,A landscape photo of a deep forest,86019,0.2974
548,Forest,Robustness,A landscape photo of a deep forest,89516,0.3131
549,Forest,Robustness,A landscape photo of a deep forest,95813,0.3021
550,Forest,Robustness,A landscape photo of a deep forest,52237,0.2974
551,Forest,Bias,A landscape photo of a deep forest,70946,
552,Forest,Bias,A landscape photo of a deep forest,67905,
553,Forest,Bias,A landscape photo of a deep forest,67954,
554,Forest,Bias,A landscape photo of a deep forest,98555,
555,Forest,Bias,A landscape photo of a deep forest,38010,
556,Forest,Bias,A landscape photo of a deep forest,77000,
557,Forest,Bias,A landscape photo of a deep forest,72021,
558,Forest,Bias,A landscape photo of a deep forest,32241,
559,Forest,Bias,A landscape photo of a deep forest,96356,
560,Forest,Bias,A landscape photo of a deep forest,21114,
561,Forest,Bias,A landscape photo of a deep forest,47196,
562,Forest,Bias,A landscape photo of a deep forest,77561,
563,Forest,Bias,A landscape photo of a deep forest,97012,
564,Forest,Bias,A landscape photo of a deep forest,92960,
565,Forest,Bias,A landscape photo of a deep forest,91167,
566,Forest,Bias,A landscape photo of a deep forest,53933,
567,Forest,Bias,A landscape photo of a deep forest,22240,
568,Forest,Bias,A landscape photo of a deep forest,40784,
569,Forest,Bias,A landscape photo of a deep forest,98184,
570,Forest,Bias,A landscape photo of a deep forest,50687,
571,Forest,Bias,A landscape photo of a deep forest,39444,
572,Forest,Bias,A landscape photo of a deep forest,36100,
573,Forest,Bias,A landscape photo of a deep forest,29313,
574,Forest,Bias,A landscape photo of a deep forest,13201,
575,Forest,Bias,A landscape photo of a deep forest,16057,
576,Forest,Bias,A landscape photo of a deep forest,42092,
577,Forest,Bias,A landscape photo of a deep forest,72277,
578,Forest,Bias,A landscape photo of a deep forest,90120,
579,Forest,Bias,A landscape photo of a deep forest,19545,
580,Forest,Bias,A landscape photo of a deep forest,69692,
581,Forest,Bias,A landscape photo of a deep forest,64321,
582,Forest,Bias,A landscape photo of a deep forest,92544,
583,Forest,Bias,A landscape photo of a deep forest,85454,
584,Forest,Bias,A landscape photo of a deep forest,35485,
585,Forest,Bias,A landscape photo of a deep forest,60328,
586,Forest,Bias,A landscape photo of a deep forest,74799,
587,Forest,Bias,A landscape photo of a deep forest,62383,
588,Forest,Bias,A landscape photo of a deep forest,41979,
589,Forest,Bias,A landscape photo of a deep forest,29342,
590,Forest,Bias,A landscape photo of a deep forest,95990,
591,Forest,Bias,A landscape photo of a deep forest,10726,
592,Forest,Bias,A landscape photo of a deep forest,23970,
593,Forest,Bias,A landscape photo of a deep forest,65724,
594,Forest,Bias,A landscape photo of a deep forest,38683,
595,Forest,Bias,A landscape photo of a deep forest,33053,
596,Forest,Bias,A landscape photo of a deep forest,77889,
597,Forest,Bias,A landscape photo of a deep forest,70889,
598,Forest,Bias,A landscape photo of a deep forest,16582,
599,Forest,Bias,A landscape photo of a deep forest,83060,
600,Forest,Bias,A landscape photo of a deep forest,42662,
