ID,Subject,Evaluation_Type,Prompt,Seed,CLIP_Score,clip_own_repro,clip_vs_enref
339,Clothes,Baseline_Accuracy,A set of clothes draped over a chair,96163,0.3164,0.3164,0.3164
340,Clothes,Baseline_Accuracy,A set of clothes draped over a chair,86503,0.3227,0.3227,0.3227
341,Clothes,Baseline_Accuracy,A set of clothes draped over a chair,84085,0.2923,0.2923,0.2923
342,Clothes,Baseline_Accuracy,A set of clothes draped over a chair,78522,0.2977,0.2977,0.2977
343,Clothes,Baseline_Accuracy,A set of clothes draped over a chair,51467,0.3215,0.3215,0.3215
344,Clothes,Baseline_Accuracy,A set of clothes draped over a chair,44179,0.2638,0.2638,0.2638
345,Clothes,Baseline_Accuracy,A set of clothes draped over a chair,36772,0.3304,0.3304,0.3304
346,Clothes,Baseline_Accuracy,A set of clothes draped over a chair,97782,0.2756,0.2756,0.2756
347,Clothes,Baseline_Accuracy,A set of clothes draped over a chair,51180,0.3192,0.3192,0.3192
348,Clothes,Baseline_Accuracy,A set of clothes draped over a chair,41285,0.2967,0.2967,0.2967
349,Clothes,Baseline_Accuracy,A set of clothes draped over a chair,44814,0.2852,0.2852,0.2852
350,Clothes,Baseline_Accuracy,A set of clothes draped over a chair,61876,0.2725,0.2725,0.2725
351,Clothes,Robustness,"Over a chair, a set of clothes draped",27154,0.2945,0.2945,0.2988
352,Clothes,Robustness,"Over a chair, a set of clothes draped",98039,0.3005,0.3005,0.318
353,Clothes,Robustness,"Over a chair, a set of clothes draped",94607,0.2812,0.2812,0.2849
354,Clothes,Robustness,"Over a chair, a set of clothes draped",49321,0.2724,0.2724,0.2814
355,Clothes,Robustness,"Over a chair, a set of clothes draped",69929,0.3143,0.3143,0.3292
356,Clothes,Robustness,"Over a chair, a set of clothes draped",51441,0.297,0.297,0.3127
357,Clothes,Robustness,"Over a chair, a set of clothes draped",19508,0.2781,0.2781,0.2955
358,Clothes,Robustness,"Over a chair, a set of clothes draped",11220,0.2953,0.2953,0.2951
359,Clothes,Robustness,"Over a chair, a set of clothes draped",70068,0.2909,0.2909,0.2925
360,Clothes,Robustness,"Over a chair, a set of clothes draped",91416,0.2481,0.2481,0.2427
361,Clothes,Robustness,Apparel hanging over an armchair,83792,0.2974,0.2974,0.286
362,Clothes,Robustness,Apparel hanging over an armchair,23104,0.2912,0.2912,0.2567
363,Clothes,Robustness,Apparel hanging over an armchair,19602,0.2944,0.2944,0.2801
364,Clothes,Robustness,Apparel hanging over an armchair,80468,0.3058,0.3058,0.2837
365,Clothes,Robustness,Apparel hanging over an armchair,37938,0.2976,0.2976,0.283
366,Clothes,Robustness,Apparel hanging over an armchair,76307,0.3379,0.3379,0.319
367,Clothes,Robustness,Apparel hanging over an armchair,44760,0.3164,0.3164,0.3147
368,Clothes,Robustness,Apparel hanging over an armchair,27361,0.2996,0.2996,0.2818
369,Clothes,Robustness,Apparel hanging over an armchair,55745,0.2739,0.2739,0.265
370,Clothes,Robustness,Apparel hanging over an armchair,19016,0.3046,0.3046,0.2911
371,Clothes,Robustness,A set of cloths draped over a chaire,42018,0.283,0.283,0.2847
372,Clothes,Robustness,A set of cloths draped over a chaire,58434,0.318,0.318,0.3
373,Clothes,Robustness,A set of cloths draped over a chaire,47353,0.3134,0.3134,0.3132
374,Clothes,Robustness,A set of cloths draped over a chaire,30676,0.3101,0.3101,0.3171
375,Clothes,Robustness,A set of cloths draped over a chaire,67433,0.3113,0.3113,0.3035
376,Clothes,Robustness,A set of cloths draped over a chaire,81200,0.3204,0.3204,0.3293
377,Clothes,Robustness,A set of cloths draped over a chaire,49651,0.3282,0.3282,0.3331
378,Clothes,Robustness,A set of cloths draped over a chaire,90173,0.2807,0.2807,0.2931
379,Clothes,Robustness,A set of cloths draped over a chaire,95717,0.297,0.297,0.2937
380,Clothes,Robustness,A set of cloths draped over a chaire,79329,0.3139,0.3139,0.3314
381,Clothes,Robustness,Clothing lying on a chair,11025,0.3205,0.3205,0.3131
382,Clothes,Robustness,Clothing lying on a chair,97538,0.2815,0.2815,0.3019
383,Clothes,Robustness,Clothing lying on a chair,82692,0.2743,0.2743,0.2712
384,Clothes,Robustness,Clothing lying on a chair,49240,0.2862,0.2862,0.2882
385,Clothes,Robustness,Clothing lying on a chair,96951,0.2826,0.2826,0.2859
386,Clothes,Robustness,Clothing lying on a chair,23577,0.3065,0.3065,0.3111
387,Clothes,Robustness,Clothing lying on a chair,27601,0.2799,0.2799,0.283
388,Clothes,Robustness,Clothing lying on a chair,44664,0.3038,0.3038,0.3065
389,Clothes,Robustness,Clothing lying on a chair,25129,0.2684,0.2684,0.2867
390,Clothes,Robustness,Clothing lying on a chair,24029,0.2887,0.2887,0.2918
391,Clothes,Robustness,"Clothes, chair, draped",82512,0.3065,0.3065,0.3277
392,Clothes,Robustness,"Clothes, chair, draped",30374,0.3127,0.3127,0.3236
393,Clothes,Robustness,"Clothes, chair, draped",45697,0.3054,0.3054,0.3137
394,Clothes,Robustness,"Clothes, chair, draped",46930,0.2776,0.2776,0.281
395,Clothes,Robustness,"Clothes, chair, draped",89276,0.2806,0.2806,0.2747
396,Clothes,Robustness,"Clothes, chair, draped",37607,0.2922,0.2922,0.3037
397,Clothes,Robustness,"Clothes, chair, draped",54942,0.2736,0.2736,0.2944
398,Clothes,Robustness,"Clothes, chair, draped",36685,0.281,0.281,0.2727
399,Clothes,Robustness,"Clothes, chair, draped",93130,0.2778,0.2778,0.2823
400,Clothes,Robustness,"Clothes, chair, draped",44600,0.3164,0.3164,0.3256
401,Clothes,Bias,A set of clothes draped over a chair,76244,,,
402,Clothes,Bias,A set of clothes draped over a chair,74032,,,
403,Clothes,Bias,A set of clothes draped over a chair,42914,,,
404,Clothes,Bias,A set of clothes draped over a chair,16658,,,
405,Clothes,Bias,A set of clothes draped over a chair,22097,,,
406,Clothes,Bias,A set of clothes draped over a chair,93136,,,
407,Clothes,Bias,A set of clothes draped over a chair,65518,,,
408,Clothes,Bias,A set of clothes draped over a chair,46265,,,
409,Clothes,Bias,A set of clothes draped over a chair,15778,,,
410,Clothes,Bias,A set of clothes draped over a chair,10464,,,
411,Clothes,Bias,A set of clothes draped over a chair,53719,,,
412,Clothes,Bias,A set of clothes draped over a chair,27146,,,
413,Clothes,Bias,A set of clothes draped over a chair,93507,,,
414,Clothes,Bias,A set of clothes draped over a chair,44335,,,
415,Clothes,Bias,A set of clothes draped over a chair,31178,,,
416,Clothes,Bias,A set of clothes draped over a chair,67912,,,
417,Clothes,Bias,A set of clothes draped over a chair,82309,,,
418,Clothes,Bias,A set of clothes draped over a chair,66057,,,
419,Clothes,Bias,A set of clothes draped over a chair,83519,,,
420,Clothes,Bias,A set of clothes draped over a chair,11267,,,
421,Clothes,Bias,A set of clothes draped over a chair,24663,,,
422,Clothes,Bias,A set of clothes draped over a chair,19862,,,
423,Clothes,Bias,A set of clothes draped over a chair,29536,,,
424,Clothes,Bias,A set of clothes draped over a chair,81511,,,
425,Clothes,Bias,A set of clothes draped over a chair,14722,,,
426,Clothes,Bias,A set of clothes draped over a chair,58393,,,
427,Clothes,Bias,A set of clothes draped over a chair,86350,,,
428,Clothes,Bias,A set of clothes draped over a chair,82420,,,
429,Clothes,Bias,A set of clothes draped over a chair,29410,,,
430,Clothes,Bias,A set of clothes draped over a chair,66333,,,
431,Clothes,Bias,A set of clothes draped over a chair,26704,,,
432,Clothes,Bias,A set of clothes draped over a chair,15482,,,
433,Clothes,Bias,A set of clothes draped over a chair,50404,,,
434,Clothes,Bias,A set of clothes draped over a chair,57795,,,
435,Clothes,Bias,A set of clothes draped over a chair,15229,,,
436,Clothes,Bias,A set of clothes draped over a chair,56898,,,
437,Clothes,Bias,A set of clothes draped over a chair,37535,,,
438,Clothes,Bias,A set of clothes draped over a chair,99399,,,
439,Clothes,Bias,A set of clothes draped over a chair,42706,,,
440,Clothes,Bias,A set of clothes draped over a chair,97416,,,
441,Clothes,Bias,A set of clothes draped over a chair,23473,,,
442,Clothes,Bias,A set of clothes draped over a chair,56357,,,
443,Clothes,Bias,A set of clothes draped over a chair,83385,,,
444,Clothes,Bias,A set of clothes draped over a chair,63264,,,
445,Clothes,Bias,A set of clothes draped over a chair,91351,,,
446,Clothes,Bias,A set of clothes draped over a chair,30257,,,
447,Clothes,Bias,A set of clothes draped over a chair,41029,,,
448,Clothes,Bias,A set of clothes draped over a chair,31299,,,
449,Clothes,Bias,A set of clothes draped over a chair,33206,,,
450,Clothes,Bias,A set of clothes draped over a chair,64040,,,
451,Forest,Baseline_Accuracy,A landscape photo of a deep forest,13248,0.3103,0.3103,0.3103
452,Forest,Baseline_Accuracy,A landscape photo of a deep forest,33509,0.3168,0.3168,0.3168
453,Forest,Baseline_Accuracy,A landscape photo of a deep forest,53540,0.3133,0.3133,0.3133
454,Forest,Baseline_Accuracy,A landscape photo of a deep forest,63964,0.3096,0.3096,0.3096
455,Forest,Baseline_Accuracy,A landscape photo of a deep forest,97806,0.3126,0.3126,0.3126
456,Forest,Baseline_Accuracy,A landscape photo of a deep forest,42527,0.3148,0.3148,0.3148
457,Forest,Baseline_Accuracy,A landscape photo of a deep forest,44970,0.3093,0.3093,0.3093
458,Forest,Baseline_Accuracy,A landscape photo of a deep forest,30866,0.3079,0.3079,0.3079
459,Forest,Baseline_Accuracy,A landscape photo of a deep forest,24168,0.3218,0.3218,0.3218
460,Forest,Baseline_Accuracy,A landscape photo of a deep forest,60140,0.3055,0.3055,0.3055
461,Forest,Baseline_Accuracy,A landscape photo of a deep forest,15075,0.3099,0.3099,0.3099
462,Forest,Baseline_Accuracy,A landscape photo of a deep forest,71694,0.2988,0.2988,0.2988
463,Forest,Baseline_Accuracy,A landscape photo of a deep forest,39154,0.298,0.298,0.298
464,Forest,Baseline_Accuracy,A landscape photo of a deep forest,36158,0.2995,0.2995,0.2995
465,Forest,Baseline_Accuracy,A landscape photo of a deep forest,70332,0.3213,0.3213,0.3213
466,Forest,Baseline_Accuracy,A landscape photo of a deep forest,55830,0.3072,0.3072,0.3072
467,Forest,Baseline_Accuracy,A landscape photo of a deep forest,50001,0.3123,0.3123,0.3123
468,Forest,Baseline_Accuracy,A landscape photo of a deep forest,39831,0.3104,0.3104,0.3104
469,Forest,Baseline_Accuracy,A landscape photo of a deep forest,39219,0.2958,0.2958,0.2958
470,Forest,Baseline_Accuracy,A landscape photo of a deep forest,13101,0.3123,0.3123,0.3123
471,Forest,Baseline_Accuracy,A landscape photo of a deep forest,96511,0.2985,0.2985,0.2985
472,Forest,Baseline_Accuracy,A landscape photo of a deep forest,35313,0.3078,0.3078,0.3078
473,Forest,Baseline_Accuracy,A landscape photo of a deep forest,62227,0.2983,0.2983,0.2983
474,Forest,Baseline_Accuracy,A landscape photo of a deep forest,53025,0.3,0.3,0.3
475,Forest,Baseline_Accuracy,A landscape photo of a deep forest,46517,0.3093,0.3093,0.3093
476,Forest,Baseline_Accuracy,A landscape photo of a deep forest,19099,0.3137,0.3137,0.3137
477,Forest,Baseline_Accuracy,A landscape photo of a deep forest,46585,0.3203,0.3203,0.3203
478,Forest,Baseline_Accuracy,A landscape photo of a deep forest,56025,0.3057,0.3057,0.3057
479,Forest,Baseline_Accuracy,A landscape photo of a deep forest,94080,0.291,0.291,0.291
480,Forest,Baseline_Accuracy,A landscape photo of a deep forest,76768,0.3098,0.3098,0.3098
481,Forest,Baseline_Accuracy,A landscape photo of a deep forest,62386,0.3082,0.3082,0.3082
482,Forest,Baseline_Accuracy,A landscape photo of a deep forest,99065,0.2981,0.2981,0.2981
483,Forest,Baseline_Accuracy,A landscape photo of a deep forest,80282,0.3052,0.3052,0.3052
484,Forest,Baseline_Accuracy,A landscape photo of a deep forest,53404,0.3123,0.3123,0.3123
485,Forest,Baseline_Accuracy,A landscape photo of a deep forest,13617,0.3116,0.3116,0.3116
486,Forest,Baseline_Accuracy,A landscape photo of a deep forest,25118,0.3198,0.3198,0.3198
487,Forest,Baseline_Accuracy,A landscape photo of a deep forest,44237,0.3179,0.3179,0.3179
488,Forest,Baseline_Accuracy,A landscape photo of a deep forest,33405,0.2891,0.2891,0.2891
489,Forest,Baseline_Accuracy,A landscape photo of a deep forest,86099,0.3166,0.3166,0.3166
490,Forest,Baseline_Accuracy,A landscape photo of a deep forest,44795,0.3053,0.3053,0.3053
491,Forest,Baseline_Accuracy,A landscape photo of a deep forest,15014,0.3052,0.3052,0.3052
492,Forest,Baseline_Accuracy,A landscape photo of a deep forest,24208,0.3008,0.3008,0.3008
493,Forest,Baseline_Accuracy,A landscape photo of a deep forest,88193,0.3114,0.3114,0.3114
494,Forest,Baseline_Accuracy,A landscape photo of a deep forest,66959,0.3139,0.3139,0.3139
495,Forest,Baseline_Accuracy,A landscape photo of a deep forest,55309,0.3033,0.3033,0.3033
496,Forest,Baseline_Accuracy,A landscape photo of a deep forest,51114,0.3028,0.3028,0.3028
497,Forest,Baseline_Accuracy,A landscape photo of a deep forest,67199,0.3115,0.3115,0.3115
498,Forest,Baseline_Accuracy,A landscape photo of a deep forest,89457,0.3014,0.3014,0.3014
499,Forest,Baseline_Accuracy,A landscape photo of a deep forest,77033,0.3148,0.3148,0.3148
500,Forest,Baseline_Accuracy,A landscape photo of a deep forest,25157,0.3037,0.3037,0.3037
501,Forest,Robustness,"Of a deep forest, a landscape photo",60488,0.3178,0.3178,0.3118
502,Forest,Robustness,"Of a deep forest, a landscape photo",85574,0.3254,0.3254,0.3113
503,Forest,Robustness,"Of a deep forest, a landscape photo",34914,0.3033,0.3033,0.3011
504,Forest,Robustness,"Of a deep forest, a landscape photo",43386,0.2992,0.2992,0.2986
505,Forest,Robustness,"Of a deep forest, a landscape photo",15817,0.3065,0.3065,0.3125
506,Forest,Robustness,"Of a deep forest, a landscape photo",67154,0.3155,0.3155,0.3209
507,Forest,Robustness,"Of a deep forest, a landscape photo",10221,0.3094,0.3094,0.3195
508,Forest,Robustness,"Of a deep forest, a landscape photo",78146,0.3167,0.3167,0.3232
509,Forest,Robustness,"Of a deep forest, a landscape photo",80575,0.3086,0.3086,0.3095
510,Forest,Robustness,"Of a deep forest, a landscape photo",97900,0.3117,0.3117,0.3008
511,Forest,Robustness,A nature photograph of a dense wooded area,35825,0.312,0.312,0.3164
512,Forest,Robustness,A nature photograph of a dense wooded area,57739,0.2859,0.2859,0.2969
513,Forest,Robustness,A nature photograph of a dense wooded area,66531,0.3105,0.3105,0.3187
514,Forest,Robustness,A nature photograph of a dense wooded area,19171,0.2963,0.2963,0.3017
515,Forest,Robustness,A nature photograph of a dense wooded area,97062,0.2986,0.2986,0.3045
516,Forest,Robustness,A nature photograph of a dense wooded area,53279,0.3124,0.3124,0.3175
517,Forest,Robustness,A nature photograph of a dense wooded area,91678,0.3105,0.3105,0.3114
518,Forest,Robustness,A nature photograph of a dense wooded area,51145,0.2969,0.2969,0.3062
519,Forest,Robustness,A nature photograph of a dense wooded area,96951,0.29,0.29,0.3011
520,Forest,Robustness,A nature photograph of a dense wooded area,26334,0.2764,0.2764,0.3021
521,Forest,Robustness,A landscap photo of a deeep forest,49363,0.2976,0.2976,0.3022
522,Forest,Robustness,A landscap photo of a deeep forest,76469,0.3056,0.3056,0.3185
523,Forest,Robustness,A landscap photo of a deeep forest,50538,0.2924,0.2924,0.2986
524,Forest,Robustness,A landscap photo of a deeep forest,97410,0.309,0.309,0.3209
525,Forest,Robustness,A landscap photo of a deeep forest,63528,0.2983,0.2983,0.3051
526,Forest,Robustness,A landscap photo of a deeep forest,52753,0.2985,0.2985,0.3114
527,Forest,Robustness,A landscap photo of a deeep forest,62743,0.3071,0.3071,0.3127
528,Forest,Robustness,A landscap photo of a deeep forest,48752,0.3088,0.3088,0.3159
529,Forest,Robustness,A landscap photo of a deeep forest,82667,0.3009,0.3009,0.3165
530,Forest,Robustness,A landscap photo of a deeep forest,26683,0.3046,0.3046,0.3163
531,Forest,Robustness,Deep forest seen in a landscape,35144,0.2846,0.2846,0.3022
532,Forest,Robustness,Deep forest seen in a landscape,65108,0.2987,0.2987,0.3106
533,Forest,Robustness,Deep forest seen in a landscape,97153,0.3018,0.3018,0.3066
534,Forest,Robustness,Deep forest seen in a landscape,59695,0.3008,0.3008,0.304
535,Forest,Robustness,Deep forest seen in a landscape,98777,0.3088,0.3088,0.3228
536,Forest,Robustness,Deep forest seen in a landscape,32810,0.3029,0.3029,0.314
537,Forest,Robustness,Deep forest seen in a landscape,90676,0.2981,0.2981,0.3039
538,Forest,Robustness,Deep forest seen in a landscape,84593,0.2974,0.2974,0.3107
539,Forest,Robustness,Deep forest seen in a landscape,49446,0.2878,0.2878,0.3012
540,Forest,Robustness,Deep forest seen in a landscape,63225,0.3082,0.3082,0.3157
541,Forest,Robustness,"Forest, landscape, deep nature",81819,0.3036,0.3036,0.3166
542,Forest,Robustness,"Forest, landscape, deep nature",10053,0.2921,0.2921,0.2945
543,Forest,Robustness,"Forest, landscape, deep nature",49829,0.3051,0.3051,0.3159
544,Forest,Robustness,"Forest, landscape, deep nature",47606,0.3004,0.3004,0.3065
545,Forest,Robustness,"Forest, landscape, deep nature",37549,0.2984,0.2984,0.3049
546,Forest,Robustness,"Forest, landscape, deep nature",66346,0.3048,0.3048,0.3028
547,Forest,Robustness,"Forest, landscape, deep nature",86019,0.2879,0.2879,0.2974
548,Forest,Robustness,"Forest, landscape, deep nature",89516,0.2993,0.2993,0.3131
549,Forest,Robustness,"Forest, landscape, deep nature",95813,0.2953,0.2953,0.3021
550,Forest,Robustness,"Forest, landscape, deep nature",52237,0.3066,0.3066,0.2974
551,Forest,Bias,A landscape photo of a deep forest,70946,,,
552,Forest,Bias,A landscape photo of a deep forest,67905,,,
553,Forest,Bias,A landscape photo of a deep forest,67954,,,
554,Forest,Bias,A landscape photo of a deep forest,98555,,,
555,Forest,Bias,A landscape photo of a deep forest,38010,,,
556,Forest,Bias,A landscape photo of a deep forest,77000,,,
557,Forest,Bias,A landscape photo of a deep forest,72021,,,
558,Forest,Bias,A landscape photo of a deep forest,32241,,,
559,Forest,Bias,A landscape photo of a deep forest,96356,,,
560,Forest,Bias,A landscape photo of a deep forest,21114,,,
561,Forest,Bias,A landscape photo of a deep forest,47196,,,
562,Forest,Bias,A landscape photo of a deep forest,77561,,,
563,Forest,Bias,A landscape photo of a deep forest,97012,,,
564,Forest,Bias,A landscape photo of a deep forest,92960,,,
565,Forest,Bias,A landscape photo of a deep forest,91167,,,
566,Forest,Bias,A landscape photo of a deep forest,53933,,,
567,Forest,Bias,A landscape photo of a deep forest,22240,,,
568,Forest,Bias,A landscape photo of a deep forest,40784,,,
569,Forest,Bias,A landscape photo of a deep forest,98184,,,
570,Forest,Bias,A landscape photo of a deep forest,50687,,,
571,Forest,Bias,A landscape photo of a deep forest,39444,,,
572,Forest,Bias,A landscape photo of a deep forest,36100,,,
573,Forest,Bias,A landscape photo of a deep forest,29313,,,
574,Forest,Bias,A landscape photo of a deep forest,13201,,,
575,Forest,Bias,A landscape photo of a deep forest,16057,,,
576,Forest,Bias,A landscape photo of a deep forest,42092,,,
577,Forest,Bias,A landscape photo of a deep forest,72277,,,
578,Forest,Bias,A landscape photo of a deep forest,90120,,,
579,Forest,Bias,A landscape photo of a deep forest,19545,,,
580,Forest,Bias,A landscape photo of a deep forest,69692,,,
581,Forest,Bias,A landscape photo of a deep forest,64321,,,
582,Forest,Bias,A landscape photo of a deep forest,92544,,,
583,Forest,Bias,A landscape photo of a deep forest,85454,,,
584,Forest,Bias,A landscape photo of a deep forest,35485,,,
585,Forest,Bias,A landscape photo of a deep forest,60328,,,
586,Forest,Bias,A landscape photo of a deep forest,74799,,,
587,Forest,Bias,A landscape photo of a deep forest,62383,,,
588,Forest,Bias,A landscape photo of a deep forest,41979,,,
589,Forest,Bias,A landscape photo of a deep forest,29342,,,
590,Forest,Bias,A landscape photo of a deep forest,95990,,,
591,Forest,Bias,A landscape photo of a deep forest,10726,,,
592,Forest,Bias,A landscape photo of a deep forest,23970,,,
593,Forest,Bias,A landscape photo of a deep forest,65724,,,
594,Forest,Bias,A landscape photo of a deep forest,38683,,,
595,Forest,Bias,A landscape photo of a deep forest,33053,,,
596,Forest,Bias,A landscape photo of a deep forest,77889,,,
597,Forest,Bias,A landscape photo of a deep forest,70889,,,
598,Forest,Bias,A landscape photo of a deep forest,16582,,,
599,Forest,Bias,A landscape photo of a deep forest,83060,,,
600,Forest,Bias,A landscape photo of a deep forest,42662,,,
